what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1390844330887
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1390844330934
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1390844331009
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1390844331028
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1390844331053
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1390844331079
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1390844331107
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1390844331107
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1390844331126
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1390844331155
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1390844331280
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1390844331312
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1390844331435
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1390844331518
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1390844331554
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1390844331615
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1390844331670
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1390844331734
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1390844331776
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1390844331776
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1390844331818
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1390844331880
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1390844331907
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1390844331938
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1390844331976
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1390844332043
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1390844332073
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1390844332138
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1390844332167
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1390844332269
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1390844332336
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1390844332433
os,sysinfo,,,"win32",1390844332436
arch,sysinfo,,,"x86_64",1390844332436
ws,sysinfo,,,"win32",1390844332436
locale,sysinfo,,,"en_CA",1390844332436
processors,sysinfo,,,"8",1390844332436
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1390844332436
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1390844332436
java.specification.name,sysinfo,,,"Java Platform API Specification",1390844332436
java.specification.vendor,sysinfo,,,"Oracle Corporation",1390844332436
java.specification.version,sysinfo,,,"1.7",1390844332436
java.vendor,sysinfo,,,"Oracle Corporation",1390844332436
java.version,sysinfo,,,"1.7.0_21",1390844332436
java.vm.info,sysinfo,,,"mixed mode",1390844332436
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1390844332436
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1390844332436
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1390844332436
java.vm.specification.version,sysinfo,,,"1.7",1390844332436
java.vm.vendor,sysinfo,,,"Oracle Corporation",1390844332436
java.vm.version,sysinfo,,,"23.21-b01",1390844332436
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1390844332503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1390844332507
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1390844334001
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1390844334303
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1390844336936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1390844337364
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1390844337511
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1390844337541
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844338463
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844338595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1390844339123
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1390844339457
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844342192
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844360630
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1390844363817
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844374954
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1390844378868
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1390844378888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390844499185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390844501533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844578544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844597566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844600748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844602508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844604019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844667627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844671216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844844794
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1390844853461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844857586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844888761
error,log,,,"Internal Error",1390844888930
error,log,,,"An internal error occurred during: ""Setting build path"".",1390844888991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844889174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844893192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844903819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844922483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844922609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844926435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844928224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390844928318
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844933347
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1390844965798
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844974249
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390844974346
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845013911
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845015165
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845032441
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845041772
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845334536
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845340991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390845358695
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1390845451147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1390845451171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1390845459714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845525403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845852746
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845868264
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845901775
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390845903872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1390845906873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845910589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845941070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845968164
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845972064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845973636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390845983236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1390846010330
